patch_id,source_stem,true_type,split,y0,x0,patch_size,px_Fe2B,pct_Fe2B,px_FeTiB,pct_FeTiB,px_Alpha,pct_Alpha,px_TiB2,pct_TiB2,px_TiN,pct_TiN,tin_present,tin_pixel_count,tin_pixel_pct,total_pixels
2533,Class_II_C158F3x10000_2,II,train,128,512,256,0,0.0,0,0.0,48940,74.676514,16331,24.919128,265,0.404358,True,265,0.404358,65536
2534,Class_II_C158F3x10000_2,II,train,128,640,256,0,0.0,0,0.0,48572,74.11499,16609,25.343323,355,0.541687,True,355,0.541687,65536
2535,Class_II_C158F3x10000_2,II,train,128,768,256,0,0.0,0,0.0,55778,85.110474,9580,14.61792,178,0.271606,True,178,0.271606,65536
2536,Class_II_C158F3x10000_2,II,train,128,896,256,0,0.0,0,0.0,54440,83.068848,10828,16.522217,268,0.408936,True,268,0.408936,65536
2537,Class_II_C158F3x10000_2,II,train,128,1024,256,0,0.0,0,0.0,48113,73.414612,17004,25.946045,419,0.639343,True,419,0.639343,65536
2538,Class_II_C158F3x10000_2,II,train,256,0,256,0,0.0,0,0.0,58391,89.097595,7066,10.78186,79,0.120544,True,79,0.120544,65536
2539,Class_II_C158F3x10000_2,II,train,256,128,256,0,0.0,0,0.0,62111,94.773865,3383,5.162048,42,0.064087,True,42,0.064087,65536
2540,Class_II_C158F3x10000_2,II,train,256,256,256,0,0.0,0,0.0,56555,86.296082,8641,13.18512,340,0.518799,True,340,0.518799,65536
2541,Class_II_C158F3x10000_2,II,train,256,384,256,0,0.0,0,0.0,52728,80.456543,12510,19.088745,298,0.454712,True,298,0.454712,65536
2542,Class_II_C158F3x10000_2,II,train,256,512,256,0,0.0,0,0.0,52757,80.500793,12610,19.241333,169,0.257874,True,169,0.257874,65536
2543,Class_II_C158F3x10000_2,II,train,256,640,256,0,0.0,0,0.0,53752,82.019043,11615,17.723083,169,0.257874,True,169,0.257874,65536
2544,Class_II_C158F3x10000_2,II,train,256,768,256,0,0.0,0,0.0,55074,84.036255,10338,15.774536,124,0.189209,True,124,0.189209,65536
2545,Class_II_C158F3x10000_2,II,train,256,896,256,0,0.0,0,0.0,52327,79.844666,12817,19.55719,392,0.598145,True,392,0.598145,65536
2546,Class_II_C158F3x10000_2,II,train,256,1024,256,0,0.0,0,0.0,50222,76.63269,14769,22.535706,545,0.831604,True,545,0.831604,65536
2547,Class_II_C158F3x10000_2,II,train,384,0,256,0,0.0,0,0.0,55572,84.796143,9778,14.920044,186,0.283813,True,186,0.283813,65536
2548,Class_II_C158F3x10000_2,II,train,384,128,256,0,0.0,0,0.0,59835,91.300964,5618,8.572388,83,0.126648,True,83,0.126648,65536
2549,Class_II_C158F3x10000_2,II,train,384,256,256,0,0.0,0,0.0,58015,88.523865,7394,11.282349,127,0.193787,True,127,0.193787,65536
2550,Class_II_C158F3x10000_2,II,train,384,384,256,0,0.0,0,0.0,56245,85.823059,9174,13.998413,117,0.178528,True,117,0.178528,65536
2551,Class_II_C158F3x10000_2,II,train,384,512,256,0,0.0,0,0.0,54194,82.693481,11176,17.053223,166,0.253296,True,166,0.253296,65536
2552,Class_II_C158F3x10000_2,II,train,384,640,256,0,0.0,0,0.0,47876,73.052979,17165,26.191711,495,0.75531,True,495,0.75531,65536
2553,Class_II_C158F3x10000_2,II,train,384,768,256,0,0.0,0,0.0,46603,71.110535,18407,28.086853,526,0.802612,True,526,0.802612,65536
2554,Class_II_C158F3x10000_2,II,train,384,896,256,0,0.0,0,0.0,49284,75.201416,15728,23.999023,524,0.799561,True,524,0.799561,65536
2555,Class_II_C158F3x10000_2,II,train,384,1024,256,0,0.0,0,0.0,51422,78.463745,13657,20.838928,457,0.697327,True,457,0.697327,65536
2556,Class_II_C158F3x10000_2,II,train,512,0,256,0,0.0,0,0.0,49445,75.447083,15886,24.240112,205,0.312805,True,205,0.312805,65536
2557,Class_II_C158F3x10000_2,II,train,512,128,256,0,0.0,0,0.0,54806,83.627319,10591,16.160583,139,0.212097,True,139,0.212097,65536
2558,Class_II_C158F3x10000_2,II,train,512,256,256,0,0.0,0,0.0,57891,88.334656,7564,11.541748,81,0.123596,True,81,0.123596,65536
2559,Class_II_C158F3x10000_2,II,train,512,384,256,0,0.0,0,0.0,59498,90.786743,5976,9.118652,62,0.094604,True,62,0.094604,65536
2560,Class_II_C158F3x10000_2,II,train,512,512,256,0,0.0,0,0.0,50562,77.151489,14724,22.467041,250,0.38147,True,250,0.38147,65536
2561,Class_II_C158F3x10000_2,II,train,512,640,256,0,0.0,0,0.0,44027,67.179871,20856,31.82373,653,0.996399,True,653,0.996399,65536
2562,Class_II_C158F3x10000_2,II,train,512,768,256,0,0.0,0,0.0,46863,71.507263,18139,27.677917,534,0.814819,True,534,0.814819,65536
2563,Class_II_C158F3x10000_2,II,train,512,896,256,0,0.0,0,0.0,50430,76.950073,14782,22.555542,324,0.494385,True,324,0.494385,65536
2564,Class_II_C158F3x10000_2,II,train,512,1024,256,0,0.0,0,0.0,50490,77.041626,14733,22.480774,313,0.4776,True,313,0.4776,65536
2565,Class_II_C158F3x10000_2,II,train,640,0,256,0,0.0,0,0.0,51024,77.856445,14355,21.903992,157,0.239563,True,157,0.239563,65536
2566,Class_II_C158F3x10000_2,II,train,640,128,256,0,0.0,0,0.0,50188,76.580811,15174,23.153687,174,0.265503,True,174,0.265503,65536
2567,Class_II_C158F3x10000_2,II,train,640,256,256,0,0.0,0,0.0,54817,83.644104,10672,16.28418,47,0.071716,True,47,0.071716,65536
2568,Class_II_C158F3x10000_2,II,train,640,384,256,0,0.0,0,0.0,57821,88.227844,7641,11.659241,74,0.112915,True,74,0.112915,65536
2569,Class_II_C158F3x10000_2,II,train,640,512,256,0,0.0,0,0.0,50465,77.003479,14773,22.541809,298,0.454712,True,298,0.454712,65536
2570,Class_II_C158F3x10000_2,II,train,640,640,256,0,0.0,0,0.0,47739,72.843933,17471,26.65863,326,0.497437,True,326,0.497437,65536
2571,Class_II_C158F3x10000_2,II,train,640,768,256,0,0.0,0,0.0,52010,79.360962,13312,20.3125,214,0.326538,True,214,0.326538,65536
2572,Class_II_C158F3x10000_2,II,train,640,896,256,0,0.0,0,0.0,54331,82.902527,10952,16.711426,253,0.386047,True,253,0.386047,65536
2573,Class_II_C158F3x10000_2,II,train,640,1024,256,0,0.0,0,0.0,54553,83.241272,10842,16.543579,141,0.215149,True,141,0.215149,65536
2574,Class_II_C158F3x10000_2,II,train,703,0,256,0,0.0,0,0.0,51629,78.779602,13687,20.884705,220,0.335693,True,220,0.335693,65536
2575,Class_II_C158F3x10000_2,II,train,703,128,256,0,0.0,0,0.0,48376,73.815918,16972,25.897217,188,0.286865,True,188,0.286865,65536
2576,Class_II_C158F3x10000_2,II,train,703,256,256,0,0.0,0,0.0,54222,82.736206,11303,17.247009,11,0.016785,True,11,0.016785,65536
2577,Class_II_C158F3x10000_2,II,train,703,384,256,0,0.0,0,0.0,58383,89.085388,7060,10.772705,93,0.141907,True,93,0.141907,65536
2578,Class_II_C158F3x10000_2,II,train,703,512,256,0,0.0,0,0.0,53337,81.385803,11825,18.043518,374,0.570679,True,374,0.570679,65536
2579,Class_II_C158F3x10000_2,II,train,703,640,256,0,0.0,0,0.0,48471,73.960876,16688,25.463867,377,0.575256,True,377,0.575256,65536
2580,Class_II_C158F3x10000_2,II,train,703,768,256,0,0.0,0,0.0,52542,80.172729,12797,19.526672,197,0.300598,True,197,0.300598,65536
2581,Class_II_C158F3x10000_2,II,train,703,896,256,0,0.0,0,0.0,56664,86.462402,8637,13.179016,235,0.358582,True,235,0.358582,65536
2582,Class_II_C158F3x10000_2,II,train,703,1024,256,0,0.0,0,0.0,56213,85.774231,9200,14.038086,123,0.187683,True,123,0.187683,65536
2583,Class_II_C158F3x5000,II,train,0,0,256,0,0.0,0,0.0,51446,78.500366,13963,21.305847,127,0.193787,True,127,0.193787,65536
2584,Class_II_C158F3x5000,II,train,0,128,256,0,0.0,0,0.0,52733,80.464172,12596,19.219971,207,0.315857,True,207,0.315857,65536
2585,Class_II_C158F3x5000,II,train,0,256,256,0,0.0,0,0.0,52308,79.815674,12750,19.454956,478,0.72937,True,478,0.72937,65536
2586,Class_II_C158F3x5000,II,train,0,384,256,0,0.0,0,0.0,50922,77.700806,14080,21.484375,534,0.814819,True,534,0.814819,65536
2587,Class_II_C158F3x5000,II,train,0,512,256,0,0.0,0,0.0,51965,79.292297,13173,20.100403,398,0.6073,True,398,0.6073,65536
2588,Class_II_C158F3x5000,II,train,0,640,256,0,0.0,0,0.0,50256,76.68457,14865,22.68219,415,0.63324,True,415,0.63324,65536
2589,Class_II_C158F3x5000,II,train,0,768,256,0,0.0,0,0.0,49145,74.989319,15959,24.351501,432,0.65918,True,432,0.65918,65536
2590,Class_II_C158F3x5000,II,train,0,896,256,0,0.0,0,0.0,51042,77.883911,14175,21.629333,319,0.486755,True,319,0.486755,65536
2591,Class_II_C158F3x5000,II,train,0,1024,256,0,0.0,0,0.0,53044,80.938721,12204,18.621826,288,0.439453,True,288,0.439453,65536
2592,Class_II_C158F3x5000,II,train,128,0,256,0,0.0,0,0.0,48179,73.51532,17010,25.9552,347,0.52948,True,347,0.52948,65536
2593,Class_II_C158F3x5000,II,train,128,128,256,0,0.0,0,0.0,47290,72.158813,17947,27.384949,299,0.456238,True,299,0.456238,65536
2594,Class_II_C158F3x5000,II,train,128,256,256,0,0.0,0,0.0,48543,74.07074,16518,25.204468,475,0.724792,True,475,0.724792,65536
2595,Class_II_C158F3x5000,II,train,128,384,256,0,0.0,0,0.0,47862,73.031616,17054,26.022339,620,0.946045,True,620,0.946045,65536
2596,Class_II_C158F3x5000,II,train,128,512,256,0,0.0,0,0.0,52164,79.595947,12919,19.71283,453,0.691223,True,453,0.691223,65536
2597,Class_II_C158F3x5000,II,train,128,640,256,0,0.0,0,0.0,51818,79.067993,13227,20.1828,491,0.749207,True,491,0.749207,65536
2598,Class_II_C158F3x5000,II,train,128,768,256,0,0.0,0,0.0,49417,75.404358,15589,23.786926,530,0.808716,True,530,0.808716,65536
2599,Class_II_C158F3x5000,II,train,128,896,256,0,0.0,0,0.0,51219,78.153992,14031,21.409607,286,0.436401,True,286,0.436401,65536
2600,Class_II_C158F3x5000,II,train,128,1024,256,0,0.0,0,0.0,53353,81.410217,11924,18.19458,259,0.395203,True,259,0.395203,65536
2601,Class_II_C158F3x5000,II,train,256,0,256,0,0.0,0,0.0,50563,77.153015,14500,22.125244,473,0.721741,True,473,0.721741,65536
2602,Class_II_C158F3x5000,II,train,256,128,256,0,0.0,0,0.0,51277,78.242493,13977,21.327209,282,0.430298,True,282,0.430298,65536
2603,Class_II_C158F3x5000,II,train,256,256,256,0,0.0,0,0.0,53338,81.387329,11975,18.2724,223,0.340271,True,223,0.340271,65536
2604,Class_II_C158F3x5000,II,train,256,384,256,0,0.0,0,0.0,52521,80.140686,12605,19.233704,410,0.62561,True,410,0.62561,65536
2605,Class_II_C158F3x5000,II,train,256,512,256,0,0.0,0,0.0,54117,82.575989,11019,16.81366,400,0.610352,True,400,0.610352,65536
2606,Class_II_C158F3x5000,II,train,256,640,256,0,0.0,0,0.0,54173,82.661438,10905,16.639709,458,0.698853,True,458,0.698853,65536
2607,Class_II_C158F3x5000,II,train,256,768,256,0,0.0,0,0.0,50644,77.276611,14458,22.061157,434,0.662231,True,434,0.662231,65536
2608,Class_II_C158F3x5000,II,train,256,896,256,0,0.0,0,0.0,51099,77.970886,14171,21.62323,266,0.405884,True,266,0.405884,65536
2609,Class_II_C158F3x5000,II,train,256,1024,256,0,0.0,0,0.0,52774,80.526733,12485,19.050598,277,0.422668,True,277,0.422668,65536
2610,Class_II_C158F3x5000,II,train,384,0,256,0,0.0,0,0.0,54478,83.126831,10887,16.612244,171,0.260925,True,171,0.260925,65536
2611,Class_II_C158F3x5000,II,train,384,128,256,0,0.0,0,0.0,55687,84.971619,9570,14.602661,279,0.42572,True,279,0.42572,65536
2612,Class_II_C158F3x5000,II,train,384,256,256,0,0.0,0,0.0,53591,81.773376,11611,17.71698,334,0.509644,True,334,0.509644,65536
2613,Class_II_C158F3x5000,II,train,384,384,256,0,0.0,0,0.0,50736,77.416992,14531,22.172546,269,0.410461,True,269,0.410461,65536
2614,Class_II_C158F3x5000,II,train,384,512,256,0,0.0,0,0.0,51714,78.909302,13472,20.556641,350,0.534058,True,350,0.534058,65536
2615,Class_II_C158F3x5000,II,train,384,640,256,0,0.0,0,0.0,50493,77.046204,14613,22.297668,430,0.656128,True,430,0.656128,65536
2616,Class_II_C158F3x5000,II,train,384,768,256,0,0.0,0,0.0,47888,73.071289,17365,26.496887,283,0.431824,True,283,0.431824,65536
2617,Class_II_C158F3x5000,II,train,384,896,256,0,0.0,0,0.0,50971,77.775574,14367,21.922302,198,0.302124,True,198,0.302124,65536
2618,Class_II_C158F3x5000,II,train,384,1024,256,0,0.0,0,0.0,53117,81.05011,12195,18.608093,224,0.341797,True,224,0.341797,65536
2619,Class_II_C158F3x5000,II,train,512,0,256,0,0.0,0,0.0,53905,82.252502,11466,17.495728,165,0.25177,True,165,0.25177,65536
2620,Class_II_C158F3x5000,II,train,512,128,256,0,0.0,0,0.0,54784,83.59375,10379,15.837097,373,0.569153,True,373,0.569153,65536
2621,Class_II_C158F3x5000,II,train,512,256,256,0,0.0,0,0.0,53669,81.892395,11557,17.634583,310,0.473022,True,310,0.473022,65536
2622,Class_II_C158F3x5000,II,train,512,384,256,0,0.0,0,0.0,51924,79.229736,13441,20.509338,171,0.260925,True,171,0.260925,65536
2623,Class_II_C158F3x5000,II,train,512,512,256,0,0.0,0,0.0,51271,78.233337,13990,21.347046,275,0.419617,True,275,0.419617,65536
2624,Class_II_C158F3x5000,II,train,512,640,256,0,0.0,0,0.0,50343,76.817322,14947,22.807312,246,0.375366,True,246,0.375366,65536
2625,Class_II_C158F3x5000,II,train,512,768,256,0,0.0,0,0.0,49139,74.980164,16182,24.691772,215,0.328064,True,215,0.328064,65536
2626,Class_II_C158F3x5000,II,train,512,896,256,0,0.0,0,0.0,50227,76.64032,15082,23.013306,227,0.346375,True,227,0.346375,65536
2627,Class_II_C158F3x5000,II,train,512,1024,256,0,0.0,0,0.0,52527,80.149841,12865,19.630432,144,0.219727,True,144,0.219727,65536
2628,Class_II_C158F3x5000,II,train,640,0,256,0,0.0,0,0.0,54423,83.042908,10870,16.586304,243,0.370789,True,243,0.370789,65536
2629,Class_II_C158F3x5000,II,train,640,128,256,0,0.0,0,0.0,56262,85.848999,9038,13.790894,236,0.360107,True,236,0.360107,65536
2630,Class_II_C158F3x5000,II,train,640,256,256,0,0.0,0,0.0,55721,85.023499,9648,14.72168,167,0.254822,True,167,0.254822,65536
2631,Class_II_C158F3x5000,II,train,640,384,256,0,0.0,0,0.0,55319,84.410095,10101,15.412903,116,0.177002,True,116,0.177002,65536
2632,Class_II_C158F3x5000,II,train,640,512,256,0,0.0,0,0.0,54157,82.637024,11265,17.189026,114,0.17395,True,114,0.17395,65536
2633,Class_II_C158F3x5000,II,train,640,640,256,0,0.0,0,0.0,53216,81.201172,12190,18.600464,130,0.198364,True,130,0.198364,65536
2634,Class_II_C158F3x5000,II,train,640,768,256,0,0.0,0,0.0,52232,79.699707,13083,19.963074,221,0.337219,True,221,0.337219,65536
2635,Class_II_C158F3x5000,II,train,640,896,256,0,0.0,0,0.0,50395,76.896667,14922,22.769165,219,0.334167,True,219,0.334167,65536
2636,Class_II_C158F3x5000,II,train,640,1024,256,0,0.0,0,0.0,51505,78.590393,13916,21.234131,115,0.175476,True,115,0.175476,65536
2637,Class_II_C158F3x5000,II,train,703,0,256,0,0.0,0,0.0,55442,84.597778,9894,15.097046,200,0.305176,True,200,0.305176,65536
2638,Class_II_C158F3x5000,II,train,703,128,256,0,0.0,0,0.0,54535,83.213806,10829,16.523743,172,0.262451,True,172,0.262451,65536
2639,Class_II_C158F3x5000,II,train,703,256,256,0,0.0,0,0.0,53069,80.976868,12306,18.777466,161,0.245667,True,161,0.245667,65536
2640,Class_II_C158F3x5000,II,train,703,384,256,0,0.0,0,0.0,54407,83.018494,10966,16.732788,163,0.248718,True,163,0.248718,65536
2641,Class_II_C158F3x5000,II,train,703,512,256,0,0.0,0,0.0,53846,82.162476,11505,17.555237,185,0.282288,True,185,0.282288,65536
2642,Class_II_C158F3x5000,II,train,703,640,256,0,0.0,0,0.0,51501,78.58429,13761,20.99762,274,0.418091,True,274,0.418091,65536
2643,Class_II_C158F3x5000,II,train,703,768,256,0,0.0,0,0.0,51332,78.326416,13909,21.22345,295,0.450134,True,295,0.450134,65536
2644,Class_II_C158F3x5000,II,train,703,896,256,0,0.0,0,0.0,50738,77.420044,14649,22.3526,149,0.227356,True,149,0.227356,65536
2645,Class_II_C158F3x5000,II,train,703,1024,256,0,0.0,0,0.0,51416,78.45459,14059,21.452332,61,0.093079,True,61,0.093079,65536
2646,Class_II_C158F4x10000,II,val,0,0,256,0,0.0,0,0.0,48467,73.954773,16733,25.532532,336,0.512695,True,336,0.512695,65536
2647,Class_II_C158F4x10000,II,val,0,128,256,0,0.0,0,0.0,52864,80.664062,12566,19.174194,106,0.161743,True,106,0.161743,65536
2648,Class_II_C158F4x10000,II,val,0,256,256,0,0.0,0,0.0,57193,87.269592,8145,12.428284,198,0.302124,True,198,0.302124,65536
2649,Class_II_C158F4x10000,II,val,0,384,256,0,0.0,0,0.0,54357,82.9422,10884,16.607666,295,0.450134,True,295,0.450134,65536
2650,Class_II_C158F4x10000,II,val,0,512,256,0,0.0,0,0.0,54058,82.485962,11352,17.321777,126,0.192261,True,126,0.192261,65536
2651,Class_II_C158F4x10000,II,val,0,640,256,0,0.0,0,0.0,55002,83.926392,10194,15.55481,340,0.518799,True,340,0.518799,65536
2652,Class_II_C158F4x10000,II,val,0,768,256,0,0.0,0,0.0,53914,82.266235,11207,17.100525,415,0.63324,True,415,0.63324,65536
2653,Class_II_C158F4x10000,II,val,0,896,256,0,0.0,0,0.0,52566,80.209351,12511,19.090271,459,0.700378,True,459,0.700378,65536
2654,Class_II_C158F4x10000,II,val,0,1024,256,0,0.0,0,0.0,53615,81.809998,11397,17.390442,524,0.799561,True,524,0.799561,65536
2655,Class_II_C158F4x10000,II,val,128,0,256,0,0.0,0,0.0,52546,80.178833,12652,19.30542,338,0.515747,True,338,0.515747,65536
2656,Class_II_C158F4x10000,II,val,128,128,256,0,0.0,0,0.0,54321,82.887268,11136,16.992188,79,0.120544,True,79,0.120544,65536
2657,Class_II_C158F4x10000,II,val,128,256,256,0,0.0,0,0.0,57980,88.470459,7431,11.338806,125,0.190735,True,125,0.190735,65536
2658,Class_II_C158F4x10000,II,val,128,384,256,0,0.0,0,0.0,53451,81.559753,11748,17.926025,337,0.514221,True,337,0.514221,65536
2659,Class_II_C158F4x10000,II,val,128,512,256,0,0.0,0,0.0,52402,79.959106,12922,19.717407,212,0.323486,True,212,0.323486,65536
2660,Class_II_C158F4x10000,II,val,128,640,256,0,0.0,0,0.0,52050,79.421997,13130,20.03479,356,0.543213,True,356,0.543213,65536
2661,Class_II_C158F4x10000,II,val,128,768,256,0,0.0,0,0.0,54954,83.853149,10200,15.563965,382,0.582886,True,382,0.582886,65536
2662,Class_II_C158F4x10000,II,val,128,896,256,0,0.0,0,0.0,56435,86.112976,8724,13.311768,377,0.575256,True,377,0.575256,65536
2663,Class_II_C158F4x10000,II,val,128,1024,256,0,0.0,0,0.0,54945,83.839417,10240,15.625,351,0.535583,True,351,0.535583,65536
2664,Class_II_C158F4x10000,II,val,256,0,256,0,0.0,0,0.0,56276,85.870361,9091,13.871765,169,0.257874,True,169,0.257874,65536
2665,Class_II_C158F4x10000,II,val,256,128,256,0,0.0,0,0.0,54117,82.575989,11244,17.156982,175,0.267029,True,175,0.267029,65536
2666,Class_II_C158F4x10000,II,val,256,256,256,0,0.0,0,0.0,53704,81.945801,11753,17.933655,79,0.120544,True,79,0.120544,65536
2667,Class_II_C158F4x10000,II,val,256,384,256,0,0.0,0,0.0,51854,79.122925,13397,20.4422,285,0.434875,True,285,0.434875,65536
2668,Class_II_C158F4x10000,II,val,256,512,256,0,0.0,0,0.0,55358,84.469604,9966,15.206909,212,0.323486,True,212,0.323486,65536
2669,Class_II_C158F4x10000,II,val,256,640,256,0,0.0,0,0.0,56075,85.56366,9290,14.175415,171,0.260925,True,171,0.260925,65536
2670,Class_II_C158F4x10000,II,val,256,768,256,0,0.0,0,0.0,56349,85.98175,8971,13.68866,216,0.32959,True,216,0.32959,65536
2671,Class_II_C158F4x10000,II,val,256,896,256,0,0.0,0,0.0,56809,86.683655,8635,13.175964,92,0.140381,True,92,0.140381,65536
2672,Class_II_C158F4x10000,II,val,256,1024,256,0,0.0,0,0.0,53244,81.243896,12245,18.684387,47,0.071716,True,47,0.071716,65536
2673,Class_II_C158F4x10000,II,val,384,0,256,0,0.0,0,0.0,49174,75.033569,16069,24.519348,293,0.447083,True,293,0.447083,65536
2674,Class_II_C158F4x10000,II,val,384,128,256,0,0.0,0,0.0,51862,79.135132,13340,20.355225,334,0.509644,True,334,0.509644,65536
2675,Class_II_C158F4x10000,II,val,384,256,256,0,0.0,0,0.0,52202,79.653931,13186,20.120239,148,0.22583,True,148,0.22583,65536
2676,Class_II_C158F4x10000,II,val,384,384,256,0,0.0,0,0.0,56320,85.9375,9216,14.0625,0,0.0,False,0,0.0,65536
2677,Class_II_C158F4x10000,II,val,384,512,256,0,0.0,0,0.0,59305,90.492249,6231,9.507751,0,0.0,False,0,0.0,65536
2678,Class_II_C158F4x10000,II,val,384,640,256,0,0.0,0,0.0,58659,89.506531,6736,10.27832,141,0.215149,True,141,0.215149,65536
2679,Class_II_C158F4x10000,II,val,384,768,256,0,0.0,0,0.0,60822,92.807007,4554,6.948853,160,0.244141,True,160,0.244141,65536
2680,Class_II_C158F4x10000,II,val,384,896,256,0,0.0,0,0.0,58050,88.577271,7332,11.187744,154,0.234985,True,154,0.234985,65536
2681,Class_II_C158F4x10000,II,val,384,1024,256,0,0.0,0,0.0,51757,78.974915,13614,20.773315,165,0.25177,True,165,0.25177,65536
2682,Class_II_C158F4x10000,II,val,512,0,256,0,0.0,0,0.0,44210,67.459106,21088,32.177734,238,0.363159,True,238,0.363159,65536
2683,Class_II_C158F4x10000,II,val,512,128,256,0,0.0,0,0.0,51392,78.417969,13867,21.159363,277,0.422668,True,277,0.422668,65536
2684,Class_II_C158F4x10000,II,val,512,256,256,0,0.0,0,0.0,55481,84.657288,9798,14.950562,257,0.392151,True,257,0.392151,65536
2685,Class_II_C158F4x10000,II,val,512,384,256,0,0.0,0,0.0,60514,92.337036,4934,7.528687,88,0.134277,True,88,0.134277,65536
2686,Class_II_C158F4x10000,II,val,512,512,256,0,0.0,0,0.0,56447,86.131287,8700,13.275146,389,0.593567,True,389,0.593567,65536
2687,Class_II_C158F4x10000,II,val,512,640,256,0,0.0,0,0.0,53945,82.313538,11138,16.995239,453,0.691223,True,453,0.691223,65536
2688,Class_II_C158F4x10000,II,val,512,768,256,0,0.0,0,0.0,59811,91.264343,5577,8.509827,148,0.22583,True,148,0.22583,65536
2689,Class_II_C158F4x10000,II,val,512,896,256,0,0.0,0,0.0,58530,89.309692,6745,10.292053,261,0.398254,True,261,0.398254,65536
2690,Class_II_C158F4x10000,II,val,512,1024,256,0,0.0,0,0.0,55775,85.105896,9451,14.421082,310,0.473022,True,310,0.473022,65536
2691,Class_II_C158F4x10000,II,val,640,0,256,0,0.0,0,0.0,52153,79.579163,13289,20.277405,94,0.143433,True,94,0.143433,65536
2692,Class_II_C158F4x10000,II,val,640,128,256,0,0.0,0,0.0,54178,82.669067,11260,17.181396,98,0.149536,True,98,0.149536,65536
2693,Class_II_C158F4x10000,II,val,640,256,256,0,0.0,0,0.0,53952,82.324219,11373,17.353821,211,0.32196,True,211,0.32196,65536
2694,Class_II_C158F4x10000,II,val,640,384,256,0,0.0,0,0.0,56710,86.532593,8619,13.15155,207,0.315857,True,207,0.315857,65536
2695,Class_II_C158F4x10000,II,val,640,512,256,0,0.0,0,0.0,56651,86.442566,8438,12.875366,447,0.682068,True,447,0.682068,65536
2696,Class_II_C158F4x10000,II,val,640,640,256,0,0.0,0,0.0,55736,85.046387,9312,14.208984,488,0.744629,True,488,0.744629,65536
2697,Class_II_C158F4x10000,II,val,640,768,256,0,0.0,0,0.0,58527,89.305115,6740,10.284424,269,0.410461,True,269,0.410461,65536
2698,Class_II_C158F4x10000,II,val,640,896,256,0,0.0,0,0.0,57239,87.339783,7970,12.161255,327,0.498962,True,327,0.498962,65536
2699,Class_II_C158F4x10000,II,val,640,1024,256,0,0.0,0,0.0,54511,83.177185,10800,16.479492,225,0.343323,True,225,0.343323,65536
2700,Class_II_C158F4x10000,II,val,703,0,256,0,0.0,0,0.0,55860,85.235596,9579,14.616394,97,0.14801,True,97,0.14801,65536
2701,Class_II_C158F4x10000,II,val,703,128,256,0,0.0,0,0.0,56445,86.128235,9048,13.806152,43,0.065613,True,43,0.065613,65536
2702,Class_II_C158F4x10000,II,val,703,256,256,0,0.0,0,0.0,53768,82.043457,11629,17.744446,139,0.212097,True,139,0.212097,65536
2703,Class_II_C158F4x10000,II,val,703,384,256,0,0.0,0,0.0,55983,85.423279,9390,14.328003,163,0.248718,True,163,0.248718,65536
2704,Class_II_C158F4x10000,II,val,703,512,256,0,0.0,0,0.0,58288,88.94043,7146,10.903931,102,0.15564,True,102,0.15564,65536
2705,Class_II_C158F4x10000,II,val,703,640,256,0,0.0,0,0.0,59008,90.039062,6493,9.907532,35,0.053406,True,35,0.053406,65536
2706,Class_II_C158F4x10000,II,val,703,768,256,0,0.0,0,0.0,60702,92.623901,4713,7.191467,121,0.184631,True,121,0.184631,65536
2707,Class_II_C158F4x10000,II,val,703,896,256,0,0.0,0,0.0,55582,84.811401,9443,14.408875,511,0.779724,True,511,0.779724,65536
2708,Class_II_C158F4x10000,II,val,703,1024,256,0,0.0,0,0.0,52051,79.423523,12946,19.754028,539,0.822449,True,539,0.822449,65536
2709,Class_II_C158F4x10000_2,II,val,0,0,256,0,0.0,0,0.0,56395,86.051941,8684,13.250732,457,0.697327,True,457,0.697327,65536
2710,Class_II_C158F4x10000_2,II,val,0,128,256,0,0.0,0,0.0,57361,87.52594,8046,12.277222,129,0.196838,True,129,0.196838,65536
2711,Class_II_C158F4x10000_2,II,val,0,256,256,0,0.0,0,0.0,52994,80.862427,12326,18.807983,216,0.32959,True,216,0.32959,65536
2712,Class_II_C158F4x10000_2,II,val,0,384,256,0,0.0,0,0.0,48358,73.788452,16651,25.40741,527,0.804138,True,527,0.804138,65536
2713,Class_II_C158F4x10000_2,II,val,0,512,256,0,0.0,0,0.0,50971,77.775574,13781,21.028137,784,1.196289,True,784,1.196289,65536
2714,Class_II_C158F4x10000_2,II,val,0,640,256,0,0.0,0,0.0,56669,86.470032,8443,12.882996,424,0.646973,True,424,0.646973,65536
2715,Class_II_C158F4x10000_2,II,val,0,768,256,0,0.0,0,0.0,57707,88.053894,7785,11.878967,44,0.067139,True,44,0.067139,65536
2716,Class_II_C158F4x10000_2,II,val,0,896,256,0,0.0,0,0.0,55419,84.562683,9838,15.011597,279,0.42572,True,279,0.42572,65536
2717,Class_II_C158F4x10000_2,II,val,0,1024,256,0,0.0,0,0.0,52512,80.126953,12407,18.93158,617,0.941467,True,617,0.941467,65536
2718,Class_II_C158F4x10000_2,II,val,128,0,256,0,0.0,0,0.0,53225,81.214905,11761,17.945862,550,0.839233,True,550,0.839233,65536
2719,Class_II_C158F4x10000_2,II,val,128,128,256,0,0.0,0,0.0,58288,88.94043,7135,10.887146,113,0.172424,True,113,0.172424,65536
2720,Class_II_C158F4x10000_2,II,val,128,256,256,0,0.0,0,0.0,56048,85.522461,9341,14.253235,147,0.224304,True,147,0.224304,65536
